7 0.915865 0.151398 0.138032 2 1.000000
10 0.432394 406.307983 0.296340 1 1.000000
11 0.536791 0.054060 0.254723 1 1.000000
5 0.314688 0.229164 0.347652 1 1.000000
2 0.382999 0.233030 0.317346 2 1.000000
9 0.290607 0.019320 0.358653 1 1.000000
1 0.348503 8.000000 0.325281 1 1.000000
2 0.265148 0.242956 0.370448 2 1.000000
10 0.319438 5.442125 0.345501 2 1.000000
1 0.234864 7.000000 0.363778 1 1.000000
8 0.180780 0.055453 0.410582 2 1.000000
4 0.203069 0.353310 0.399839 2 1.000000
5 0.182219 0.326399 0.409885 1 1.000000
6 0.201009 0.001038 0.400828 2 1.000000
5 0.186327 0.135067 0.407900 1 1.000000
9 0.170560 0.001852 0.415537 2 1.000000
7 0.152221 0.183462 0.424472 2 1.000000
11 0.144577 -0.234959 0.428211 2 1.000000
7 0.163246 0.074848 0.419094 1 1.000000
2 0.146864 0.250126 0.427092 2 1.000000
2 0.140523 0.311934 0.430197 1 1.000000
10 0.140063 410.775375 0.430423 2 1.000000
1 0.132235 8.000000 0.418648 1 1.000000
2 0.140721 0.155968 0.430100 2 1.000000
11 0.145305 0.007045 0.427854 1 1.000000
11 0.127060 -0.027996 0.436810 2 1.000000
4 0.123916 0.367836 0.438357 2 1.000000
11 0.109040 -0.234959 0.445695 2 1.000000
4 0.134807 0.105491 0.433002 1 1.000000
2 0.136237 0.219814 0.432300 2 1.000000
2 0.117936 0.309082 0.441304 1 1.000000
2 0.109254 0.250394 0.445589 2 1.000000
7 0.102411 0.102721 0.448973 1 1.000000
10 0.110388 59.901268 0.445029 1 1.000000
11 0.118518 -0.098978 0.441017 2 1.000000
7 0.112573 0.183462 0.443950 2 1.000000
10 0.101030 5.442125 0.449656 2 1.000000
10 0.101064 38.520704 0.449639 1 1.000000
6 0.102918 0.000254 0.448722 2 1.000000
1 0.108801 13.000000 0.424374 1 1.000000
10 0.108078 395.194168 0.446171 2 1.000000
10 0.105143 5.442125 0.447622 2 1.000000
4 0.093093 0.385597 0.453587 2 1.000000
2 0.092503 0.319369 0.453880 1 1.000000
3 0.089819 0.057000 0.455211 2 1.000000
5 0.105604 0.116949 0.447393 1 1.000000
11 0.094360 0.053834 0.452960 2 1.000000
6 0.097364 0.000740 0.451471 2 1.000000
11 0.073440 0.007045 0.463346 1 1.000000
5 0.111262 4.296242 0.444597 1 1.000000
10 0.091845 38.520704 0.454206 1 1.000000
10 0.077358 8.087969 0.461398 2 1.000000
7 0.085243 0.318008 0.457481 2 1.000000
5 0.081538 0.992895 0.459321 1 1.000000
10 0.074577 476.983093 0.462780 2 1.000000
1 0.076322 13.000000 0.435808 1 1.000000
2 0.092908 0.200670 0.453679 2 1.000000
3 0.103091 0.029984 0.448636 1 1.000000
10 0.093930 165.000687 0.453173 2 1.000000
9 0.069810 0.004763 0.465152 2 1.000000
5 0.087903 0.100169 0.456161 1 1.000000
2 0.082207 0.197510 0.458989 2 1.000000
4 0.078892 0.105491 0.460636 1 1.000000
5 0.077863 0.021585 0.461147 2 1.000000
7 0.080315 0.183462 0.459929 2 1.000000
5 0.079303 4.296242 0.460431 1 1.000000
11 0.081807 -0.000760 0.459188 1 1.000000
11 0.078082 0.055049 0.461038 2 1.000000
11 0.055615 0.028561 0.472221 1 1.000000
11 0.072808 -0.011054 0.463660 2 1.000000
4 0.066814 0.385597 0.466642 2 1.000000
