7 1.007203 0.152296 0.117699 2 1.000000
5 0.529371 0.220272 0.257550 1 1.000000
11 0.614452 0.060060 0.226373 1 1.000000
2 0.347359 0.227228 0.332984 2 1.000000
10 0.495425 136.545334 0.270744 1 1.000000
9 0.311928 0.000785 0.348905 2 1.000000
11 0.326367 0.007913 0.342374 1 1.000000
1 0.327763 7.000000 0.336860 1 1.000000
2 0.436718 0.204104 0.294540 2 1.000000
1 0.294213 7.000000 0.341617 1 1.000000
2 0.430928 0.237549 0.296952 2 1.000000
9 0.344238 0.019195 0.334372 1 1.000000
10 0.301768 59.901268 0.353535 1 1.000000
2 0.318814 0.165086 0.345783 2 1.000000
4 0.384642 0.385718 0.316634 2 1.000000
2 0.260670 0.165086 0.372539 2 1.000000
1 0.320910 7.000000 0.316870 1 1.000000
2 0.348046 0.243181 0.332679 2 1.000000
5 0.287337 0.153560 0.360159 1 1.000000
2 0.270305 0.221187 0.368046 2 1.000000
10 0.228731 85.140884 0.387588 1 1.000000
2 0.194994 0.165086 0.403720 2 1.000000
11 0.228649 0.007045 0.387627 1 1.000000
10 0.162299 5.442125 0.419555 2 1.000000
4 0.204599 0.385718 0.399105 2 1.000000
5 0.193269 0.955933 0.404551 1 1.000000
10 0.186883 38.520704 0.407631 1 1.000000
6 0.209837 0.000197 0.396595 2 1.000000
5 0.202010 0.119501 0.400347 1 1.000000
2 0.174025 0.220893 0.413855 2 1.000000
1 0.192145 7.000000 0.345304 1 1.000000
10 0.178698 8.087969 0.411590 2 1.000000
2 0.186433 0.358411 0.407848 2 1.000000
1 0.199925 14.000000 0.392134 1 1.000000
2 0.192579 0.250394 0.404883 2 1.000000
5 0.157827 0.245910 0.421735 1 1.000000
6 0.153608 0.001233 0.423794 2 1.000000
11 0.145462 0.060655 0.427778 2 1.000000
9 0.116515 0.009299 0.442005 1 1.000000
2 0.128279 0.194402 0.436210 2 1.000000
9 0.184855 0.000699 0.408611 1 1.000000
10 0.165500 1953.217773 0.417997 1 1.000000
4 0.151451 0.385718 0.424848 2 1.000000
10 0.135266 5.442125 0.432776 2 1.000000
11 0.166376 -0.000763 0.417571 1 1.000000
11 0.137443 -0.033209 0.431708 2 1.000000
10 0.145639 38.520704 0.427691 1 1.000000
2 0.141284 0.221741 0.429824 2 1.000000
5 0.145173 0.101147 0.427919 1 1.000000
2 0.139754 0.189825 0.430575 2 1.000000
7 0.158468 0.074693 0.421423 1 1.000000
2 0.120369 0.221677 0.440105 2 1.000000
4 0.139520 0.106019 0.430689 1 1.000000
2 0.164862 0.165086 0.418308 2 1.000000
11 0.153018 -0.000763 0.424083 1 1.000000
11 0.129428 -0.127667 0.435645 2 1.000000
4 0.136685 0.385718 0.432080 2 1.000000
5 0.125815 0.960916 0.437422 1 1.000000
9 0.120522 0.000699 0.440029 1 1.000000
2 0.134298 0.194402 0.433252 2 1.000000
1 0.154361 7.000000 0.353211 1 1.000000
2 0.127523 0.218018 0.436582 2 1.000000
5 0.118979 0.116270 0.440790 1 1.000000
2 0.117199 0.250818 0.441667 2 1.000000
4 0.144355 0.277275 0.428320 1 1.000000
8 0.114507 0.529180 0.442995 2 1.000000
10 0.143515 5.442125 0.428731 2 1.000000
9 0.136391 0.000699 0.432224 1 1.000000
11 0.123499 -0.238033 0.438562 2 1.000000
2 0.119999 0.358411 0.440287 2 1.000000
10 0.110706 237.509460 0.444872 1 1.000000
2 0.100712 0.250818 0.449813 2 1.000000
4 0.115442 0.105491 0.442534 1 1.000000
2 0.126486 0.194402 0.437092 2 1.000000
4 0.124238 0.084517 0.438199 1 1.000000
10 0.125370 8.087969 0.437641 2 1.000000
9 0.118783 0.000564 0.440886 1 1.000000
2 0.121025 0.165086 0.439781 2 1.000000
11 0.119985 -0.000763 0.440294 1 1.000000
11 0.108604 0.015389 0.445911 2 1.000000
10 0.088290 65.609547 0.455969 1 1.000000
2 0.121184 0.212605 0.439703 2 1.000000
9 0.115240 0.011094 0.442634 1 1.000000
7 0.107318 0.057105 0.446546 1 1.000000
2 0.119865 0.201786 0.440353 2 1.000000
4 0.108717 0.105491 0.445855 1 1.000000
11 0.116558 -0.238033 0.441983 2 1.000000
7 0.129992 0.318082 0.435368 2 1.000000
7 0.114644 0.152234 0.442928 1 1.000000
2 0.109634 0.250394 0.445402 2 1.000000
10 0.107405 85.890614 0.446503 1 1.000000
2 0.090038 0.194402 0.455102 2 1.000000
11 0.133791 -0.000763 0.433501 1 1.000000
11 0.128588 -0.127667 0.436058 2 1.000000
4 0.114955 0.075400 0.442774 1 1.000000
2 0.108193 0.187226 0.446114 2 1.000000
4 0.107305 0.084517 0.446552 1 1.000000
2 0.108966 0.156814 0.445731 2 1.000000
8 0.118688 0.529180 0.440933 2 1.000000
5 0.118133 1.262868 0.441207 1 1.000000
9 0.128828 0.000564 0.435940 1 1.000000
10 0.107780 8.087969 0.446318 2 1.000000
11 0.117653 0.160667 0.441443 2 1.000000
6 0.087311 0.000114 0.456455 2 1.000000
9 0.125122 0.003875 0.437764 1 1.000000
10 0.101552 836.937073 0.449398 1 1.000000
7 0.114054 0.219221 0.443219 2 1.000000
10 0.104735 5.442125 0.447823 2 1.000000
11 0.111026 -0.000763 0.444714 1 1.000000
2 0.098654 0.194402 0.450833 2 1.000000
1 0.124737 7.000000 0.359238 1 1.000000
2 0.118284 0.221741 0.441132 2 1.000000
5 0.118514 0.161502 0.441019 1 1.000000
6 0.109845 0.001499 0.445297 2 1.000000
5 0.098905 0.326385 0.450708 1 1.000000
8 0.088441 0.529180 0.455895 2 1.000000
5 0.112001 1.262868 0.444233 1 1.000000
7 0.099871 0.036745 0.450230 1 1.000000
2 0.100785 0.166769 0.449777 2 1.000000
4 0.105237 0.075400 0.447575 1 1.000000
2 0.108130 0.201786 0.446145 2 1.000000
4 0.101244 0.105491 0.449550 1 1.000000
2 0.098992 0.156814 0.450665 2 1.000000
9 0.098378 0.000564 0.450969 1 1.000000
10 0.099415 5.442125 0.450455 2 1.000000
8 0.101720 0.529180 0.449314 2 1.000000
10 0.100852 193.975227 0.449744 1 1.000000
2 0.088954 0.222825 0.455640 2 1.000000
4 0.106869 0.084517 0.446768 1 1.000000
11 0.103093 -0.238033 0.448635 2 1.000000
7 0.098842 0.318082 0.450740 2 1.000000
4 0.096268 0.277275 0.452014 1 1.000000
6 0.107377 0.001282 0.446517 2 1.000000
8 0.087511 0.223333 0.456356 1 1.000000
2 0.102758 0.194402 0.448801 2 1.000000
4 0.102700 0.075400 0.448830 1 1.000000
10 0.090789 8.087969 0.454730 2 1.000000
9 0.097467 0.000699 0.451420 1 1.000000
2 0.095342 0.189825 0.452473 2 1.000000
6 0.100492 0.000036 0.449922 1 1.000000
2 0.093318 0.165086 0.453476 2 1.000000
11 0.094110 -0.000763 0.453084 1 1.000000
11 0.088618 -0.005259 0.455806 2 1.000000
4 0.092740 0.337927 0.453762 2 1.000000
10 0.088840 836.937073 0.455696 1 1.000000
10 0.098228 38.520704 0.451043 1 1.000000
6 0.092561 0.000114 0.453851 2 1.000000
1 0.092062 7.000000 0.361995 1 1.000000
10 0.088400 8.087969 0.455915 2 1.000000
11 0.099829 -0.000763 0.450250 1 1.000000
2 0.092674 0.218088 0.453795 2 1.000000
10 0.100371 85.890614 0.449983 1 1.000000
11 0.087627 -0.005259 0.456298 2 1.000000
11 0.094864 -0.000763 0.452710 1 1.000000
2 0.086868 0.201786 0.456675 2 1.000000
7 0.095552 0.073973 0.452369 1 1.000000
11 0.083387 -0.005259 0.458403 2 1.000000
7 0.092164 0.219221 0.454048 2 1.000000
5 0.089340 1.295523 0.455448 1 1.000000
8 0.094378 0.457736 0.452951 2 1.000000
3 0.097359 0.102376 0.451474 1 1.000000
2 0.095841 0.250818 0.452226 2 1.000000
9 0.113917 0.009404 0.443287 1 1.000000
11 0.088294 0.161736 0.455968 2 1.000000
2 0.085870 0.250818 0.457170 2 1.000000
4 0.098359 0.270540 0.450978 1 1.000000
6 0.079687 0.001674 0.460241 2 1.000000
5 0.084625 0.100169 0.457788 1 1.000000
2 0.092579 0.221677 0.453842 2 1.000000
8 0.092696 0.223333 0.453784 1 1.000000
2 0.091134 0.231124 0.454559 2 1.000000
4 0.090819 0.128149 0.454715 1 1.000000
2 0.088749 0.201786 0.455741 2 1.000000
4 0.090005 0.085419 0.455118 1 1.000000
2 0.101687 0.165086 0.449331 2 1.000000
11 0.096676 -0.000763 0.451812 1 1.000000
11 0.089125 -0.005259 0.455555 2 1.000000
2 0.091791 0.358411 0.454233 2 1.000000
10 0.097401 836.937073 0.451453 1 1.000000
11 0.092452 0.233557 0.453905 2 1.000000
7 0.077677 2.469743 0.461239 1 1.000000
11 0.100012 -0.000763 0.450160 1 1.000000
2 0.077661 0.156814 0.461248 2 1.000000
8 0.093846 0.529180 0.453214 2 1.000000
5 0.086952 0.893143 0.456633 1 1.000000
9 0.087890 0.000699 0.456168 1 1.000000
7 0.087502 2.469743 0.456360 1 1.000000
8 0.091271 0.618234 0.454491 2 1.000000
10 0.086556 148.244843 0.456830 1 1.000000
4 0.090089 0.162872 0.455077 2 1.000000
5 0.091228 0.169325 0.454512 1 1.000000
2 0.082789 0.250818 0.458700 2 1.000000
8 0.083665 0.223333 0.458265 1 1.000000
2 0.088296 0.218018 0.455967 2 1.000000
10 0.088986 65.609547 0.455624 1 1.000000
7 0.077159 2.469743 0.461497 1 1.000000
7 0.101797 0.036745 0.449276 1 1.000000
11 0.090993 -0.238033 0.454629 2 1.000000
8 0.089028 0.529180 0.455603 2 1.000000
7 0.081857 0.152234 0.459162 1 1.000000
